State,County,Pop 2000,Total,,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Unknown,Nonroad,Transport
PA,Lycoming County,120044,2.887132601,,0.2699877172,0.39365929,0.6029795843,0,1.3890435721,0,0.0300823598,0.0756175741,0.1257625035,1.6205060095
PA,McKean County,45936,7.2478184032,,0.2522182854,4.7826273045,0.5258105568,0,1.3676947196,0,0.0535876582,0.1347025049,0.1311773739,1.6871622565
PA,Mercer County,120293,3.3215080947,,0.285253112,0.5561786841,0.526799073,0.0028374605,1.7237252678,0,0.0242013626,0.0608345623,0.1416785724,1.9504397651
PA,Mifflin County,46486,2.924906044,,0.2206895099,0.5064089396,0.6030397744,0,1.2758561347,0,0.0463524458,0.1165154481,0.1560437915,1.59476782
PA,Monroe County,138687,3.2093012048,,0.7067900053,0.1769716988,0.4387167197,0,1.6413354659,0,0.0264952672,0.0666007689,0.152391279,1.886822781
PA,Montgomery County,750097,2.8444324208,,0.4428155184,0.4044137836,0.5117405136,0.0337132394,1.2280966692,0,0.0238211018,0.0598787301,0.1399528648,1.4517493659
PA,Montour County,18236,125.5177069156,,0.3160383672,0.3943039544,0.5004289168,121.5908198634,2.5695780367,0,0,0,0.1465377772,2.7161158138
PA,Northampton County,267066,8.4075515916,,0.3603922631,0.5611143563,0.5230398886,4.3543881688,1.0365128372,1.4637047088,0,0,0.1083993687,1.144912206
PA,Northumberland County,94556,3.9169818492,,0.2021334577,0.4554821415,0.685767892,1.1434514753,1.1929508055,0,0.0257039678,0.0646116633,0.1468804462,1.4301468828
PA,Perry County,43602,2.7413741891,,0.1712445454,0.0567838324,0.5979865759,0,1.7924858012,0,0,0,0.1228734343,1.9153592354
PA,Philadelphia County,1517550,2.7372364543,,0.2420278347,1.2077893399,0.5340550559,0.14399038,0.5160759723,0,0.0108411324,0.0272511882,0.0552055509,0.6093738438
PA,Pike County,46302,2.9055566055,,0.1804562688,0.0165220049,0.4269191332,0,2.0252348015,0,0,0,0.256424397,2.2816591985
PA,Potter County,18080,7.2138480183,,0.3802943733,4.114777433,0.4926409106,0,1.9209470947,0,0,0,0.3051882067,2.2261353013
PA,Schuylkill County,150336,3.4999955395,,0.2307622299,0.2675169321,0.8262934816,0.5830676479,1.4104956881,0,0.0272930445,0.0686061017,0.0859604137,1.5923552479
PA,Snyder County,37546,19.9573475442,,0.3604883077,0.3604467804,0.5309921934,16.521456904,1.6593016724,0,0.0920737825,0.2314443746,0.2011435292,2.1839633588
PA,Somerset County,80023,3.7482040294,,0.2391312729,0.3913625969,0.7059557881,0,2.1680640017,0,0.025241346,0.0634488138,0.1550002101,2.4117543715
PA,Sullivan County,6556,4.1044254936,,0.2494725512,0.0603482097,0.6618659882,0,2.1704418335,0,0,0,0.962296911,3.1327387445
PA,Susquehanna County,42238,3.2767944685,,0.1894013338,0.1009060248,0.6184385326,0,2.1912476932,0,0,0,0.176800884,2.3680485772
PA,Tioga County,41373,3.4661475574,,0.2465198408,0.4513810849,0.5274005131,0,1.9343623558,0,0.0244685644,0.061506248,0.2205089503,2.2408461185
PA,Union County,41624,3.4611200353,,0.2579677112,0.5805957466,0.4402634822,0.0132765729,1.9932075141,0,0,0,0.1758090083,2.1690165224
PA,Venango County,57565,3.2940319024,,0.2647229386,0.3130557518,0.5348667398,0.1548326321,1.623492502,0,0.0796196886,0.2001387546,0.1233028949,2.0265538401
PA,Warren County,43863,6.0547596859,,0.2242962029,2.7577922694,0.5302047375,0.8368874576,1.5020790256,0,0,0,0.2034999929,1.7055790185
PA,Washington County,202897,8.6858252458,,0.2665641218,0.2396482378,0.5175401361,5.8061086748,1.6391599711,0,0.0261636419,0.0657671581,0.1248733044,1.8559640754
PA,Wayne County,47722,2.7947892346,,0.4101805287,0.0554806625,0.5773042093,0,1.2711635197,0,0.0528900433,0.1329488928,0.2948213782,1.751823834
PA,Westmoreland County,369993,3.3755034347,,0.3676183052,0.8403488917,0.5679095082,3.09042914183212E-005,1.3939841339,0,0.0288479706,0.0725147073,0.1042490135,1.5995958252
PA,Wyoming County,28080,2.6439326357,,0.0885482382,0.3020765929,0.6189954418,0,1.407142613,0,0,0,0.2271697498,1.6343123628
PA,York County,381751,8.6943577274,,0.2409861767,0.7679867691,0.5328990696,5.6935577874,1.1349420105,0.0458719802,0.0346065683,0.0869899972,0.1565173685,1.4130559444
RI,Bristol County,50648,1.5550181241,,0.1560976059,0.0304544497,0.6317336778,0,0.6132396743,0,0,0,0.1234927164,0.7367323908
RI,Kent County,167090,2.6650554206,,0.2025850722,0.0831128944,0.670996021,6.35326145190849E-005,1.0233617228,0,0.1667357773,0.4191211708,0.0990792294,1.7082979004
RI,Newport County,85433,4.2113938111,,0.3584292219,0.0118927425,0.7107063689,2.1065883127,0.7960974973,0,0.0162406433,0.0408238657,0.1706151589,1.0237771652
RI,Providence County,621602,2.6340654423,,0.3677639429,0.0863131489,0.6230121238,0.5172384479,0.9150531507,0,0.0111582831,0.0280484084,0.0854779366,1.0397377788
RI,Washington County,123546,2.8890908602,,0.4825786917,0.3466231772,0.6227516286,0,1.1027510724,0,0.0529025928,0.1329804786,0.1485032188,1.4371373627
SC,Abbeville County,26167,2.8215590527,,0.1208872213,1.0393898782,0.2080762148,0,1.298776009,0,0,0,0.1544297293,1.4532057383
SC,Aiken County,142552,6.114124467,,0.1230552614,1.1854891652,0.1618899264,2.6515976038,1.6491259076,0,0.0535350759,0.1345702918,0.1548612349,1.9920925102
SC,Allendale County,11211,3.2047108773,,0.1314900365,0.7244301246,0.1905175604,0,1.4860381938,0,0.1246990169,0.3134542717,0.2340816733,2.1582731558
SC,Anderson County,165740,6.0650282399,,0.1273466554,0.6870728102,0.1670400433,3.0474303109,1.7510233307,0,0.0389263874,0.0978486726,0.1483400294,2.03613842
SC,Bamberg County,16658,2.5957544832,,0.128608546,0.3830647265,0.2055848711,0,1.6061593707,0,0.028357096,0.0712808043,0.1726990686,1.8784963396
SC,Barnwell County,23478,2.9684634432,,0.1201797648,0.8054127227,0.1953664477,0,1.4103282322,0,0.0776016651,0.1950660152,0.1645085956,1.847504508
SC,Beaufort County,120937,3.0311647991,,0.1495463453,0.4948143643,0.141543004,0.01883204,1.311345409,0,0.1398820662,0.351619387,0.4235821833,2.2264290455
SC,Berkeley County,142651,30.1940728145,,0.1233311804,1.449102055,0.1475101702,26.7864720402,1.4186120575,0,0.0296078799,0.0744248755,0.1650125558,1.6876573687
SC,Calhoun County,15185,5.2842901423,,0.1187283545,0.5094494989,0.2751120313,0,4.1802372401,0,0,0,0.2007630175,4.3810002576
SC,Charleston County,309969,3.2465779434,,0.1482029731,0.7913065679,0.1495837005,0.0289520536,1.5377294165,0,0.1056406309,0.2655472354,0.2196153655,2.1285326483
SC,Cherokee County,52537,6.9981689992,,0.3641645402,1.2356560592,0.2066207231,2.9176214464,2.1561971173,0,0,0,0.1179091129,2.2741062302
SC,Chester County,34068,4.3083517408,,0.1314617813,0.9264537007,0.1716302488,0,2.4974226411,0,0.1232058056,0.3097005099,0.1484770534,3.0788060101
SC,Chesterfield County,42768,3.4431067281,,0.123761807,1.0123982059,0.2162377972,0,1.7404947922,0,0.0582831704,0.146505491,0.1454254643,2.0907089179
SC,Clarendon County,32502,4.2973341646,,0.1227327385,0.3612953774,0.2106818813,0,2.8696984917,0,0.1028392193,0.2585052517,0.3715812047,3.6026241674
SC,Colleton County,38264,19.1501663411,,0.1292364667,0.4662012529,0.2144657413,14.5909265528,3.2762462681,0,0.080441494,0.2022044807,0.1904440846,3.7493363273
SC,Darlington County,67394,8.364711423,,0.1302975697,2.1330149695,0.1956124518,4.026739906,1.6472581104,0,0.0334196569,0.0840064515,0.1143623072,1.879046526
SC,Dillon County,30722,3.7487951909,,0.1264399271,0.5240255288,0.2216829413,0,2.7221677436,0,0,0,0.1544790502,2.8766467938
SC,Dorchester County,96413,6.5670074892,,0.1199606747,1.9524906341,0.1415867797,0,1.5629835412,2.5053153495,0.0446763364,0.1123021874,0.1276919862,1.8476540512
SC,Edgefield County,24595,2.1251755161,,0.167418458,0.3383064958,0.1948418472,0,1.2982138602,0,0,0,0.1263948548,1.424608715
SC,Fairfield County,23454,4.5271697849,,0.1235689385,0.7122824552,0.2372839725,0.1940018064,2.835580316,0,0.0662488,0.166528404,0.1916750924,3.2600326124
SC,Florence County,125761,24.9008719215,,0.1416987298,21.5764092047,0.1775145535,0.8852434055,1.8424710351,0,0.0399808898,0.1004993382,0.1370547648,2.120006028
SC,Georgetown County,55797,43.6645571449,,0.1271174972,2.6157471162,0.1562171453,38.5003492699,1.8057807471,0,0.0460603434,0.1157811941,0.2975038318,2.2651261163
SC,Greenville County,379616,2.733887246,,0.1393700884,0.7730103594,0.0731714559,0.0011614253,1.4032050346,0,0.0473675143,0.1190669974,0.1775343708,1.7471739171
SC,Greenwood County,66271,3.392573091,,0.1267577599,0.9713581085,0.1414928874,0.4615400815,1.3035259317,0,0.0671927163,0.1689013089,0.151804297,1.6914242538
SC,Hampton County,21386,3.4775436347,,0.1157645863,0.9594063957,0.1976650958,0,2.0552262501,0,0,0,0.1494813066,2.2047075568
SC,Horry County,196629,4.7217351661,,0.1200052548,0.3443810969,0.137748349,1.3302576824,2.085685196,0,0.1240607194,0.3118495365,0.2677473311,2.7893427829
SC,Jasper County,20678,7.2102193801,,0.1066109363,0.3146602313,0.2188236396,0.0020089573,6.0527076172,0,0.0809170808,0.2034002011,0.2310907166,6.5681156157
SC,Kershaw County,52647,3.4122201148,,0.1198157077,0.6786987518,0.1869581567,0,1.9906306678,0,0.0833457541,0.2095049669,0.1432661099,2.4267474987
SC,Lancaster County,61351,3.7947163018,,0.1244590962,1.6803537436,0.1756007932,0,1.5379046623,0,0.0452729883,0.1138020033,0.1173230149,1.8143026688
SC,Laurens County,69567,2.8900382896,,0.1174614631,0.6461365377,0.1546895498,0,1.8111684431,0,0.0160532689,0.0403528167,0.1041762103,1.9717507389
SC,Lee County,20119,3.5841906961,,0.1300553256,0.4672950981,0.2246226928,0,2.5556645456,0,0.009871821,0.0248146625,0.1718665505,2.7622175796
SC,Lexington County,216014,5.3176999118,,0.1251280512,1.1582097171,0.1526412645,1.5091223161,1.8205701523,0,0.1132426335,0.2846562604,0.1541295167,2.3725985629
SC,McCormick County,9958,2.8551928554,,0.1226704859,0.2871306608,0.256706076,0,1.7563584232,0,0,0,0.4323272096,2.1886856328
SC,Marion County,35466,2.7936896807,,0.12645799,0.4628971106,0.2047859151,0,1.8061380076,0,0.0201335671,0.050609393,0.1226676972,1.999548665
SC,Marlboro County,28818,5.5666357109,,0.1319219561,3.4076303999,0.2125612001,0,1.5921397176,0,0.0143071884,0.0359638347,0.1721114141,1.8145221548
SC,Newberry County,36108,3.7757562298,,0.1236766231,0.3957927153,0.1693470429,0,2.7265751357,0,0.0467812269,0.1175932586,0.1959902273,3.0869398484
SC,Oconee County,66215,3.1197654147,,0.1256227788,0.6559166157,0.2131362337,0.0003372734,1.4988677362,0,0.1170828135,0.2943093099,0.2144926534,2.1247525131
SC,Orangeburg County,91582,15.5474850041,,0.1359060263,0.5724993083,0.2183024855,9.5328565749,2.4070160621,2.4367006644,0.0266278906,0.0669341278,0.1506418642,2.6512199447
SC,Pickens County,110757,2.4154844077,,0.2102011079,0.4978448557,0.1790990585,0,1.156743561,0,0.0651018328,0.1636454932,0.1428484987,1.5283393857
SC,Richland County,320677,5.8012247639,,0.1659743885,0.4350974591,0.1334034311,3.256756671,1.5608820904,0,0.020768786,0.0522061875,0.1761357504,1.8099928142
SC,Saluda County,19181,2.9648403688,,0.1138437456,0.6075713788,0.2659032469,0,1.6346310664,0,0.0481347965,0.1209957537,0.173760381,1.9775219976
SC,Spartanburg County,253791,3.420508085,,0.1416703338,0.9072127018,0.190926411,0,1.7161584182,0,0.0871964018,0.2191842446,0.1581595738,2.1806986384
SC,Sumter County,104646,2.731451633,,0.172000091,0.7273372231,0.185936438,0,1.3740170083,0,0.0413950469,0.1040540562,0.1267117696,1.646177881
SC,Union County,29881,3.2521575447,,0.1318191045,1.4392479642,0.2107149181,0,1.2956128872,0,0.0233534024,0.0587030348,0.0927062334,1.4703755579
SC,Williamsburg County,37217,3.7509149988,,0.1290880971,1.569058926,0.231518077,0,1.616226769,0,0.0175012756,0.0439927059,0.1435291483,1.8212498987
SC,York County,164614,2.6155940298,,0.1285895482,0.4707241181,0.1559382347,0,1.5674072478,0,0.0249847787,0.0628038496,0.2051462528,1.8603421288
SD,Aurora County,3058,8.1126302943,,0.1013402076,0.0254793495,0.4866821961,0,5.6690093497,0,0,0,1.8301191914,7.4991285411
SD,Beadle County,17023,3.8348733391,,0.2503542545,0.4642433639,0.503085905,0.0150858784,0.8776041263,0,0.2411976401,0.6062946586,0.8770075124,2.6021039374
SD,Bennett County,3574,4.2840559504,,0.1244719414,0.0218007417,0.4431176687,0,1.9218101199,0,0.1351729836,0.339782796,1.2978996991,3.6946655985
SD,Bon Homme County,7260,4.4306517222,,0.1400463425,0.4535591588,0.5145433112,0,1.9131497252,0,0.0635863314,0.1598357525,1.1859311005,3.3225029097
SD,Brookings County,28220,6.0639118526,,0.3636363327,3.0724144236,0.3809359809,0,1.4872778165,0,0.1001195946,0.2516689716,0.4078587326,2.2469251154
SD,Brown County,35460,4.1097675623,,0.3082906262,1.0088408461,0.471535791,0,0.8879477592,0,0.1998539277,0.5023697708,0.7309288413,2.321100299
SD,Brule County,5364,7.4329308658,,0.2550634879,0.0145256993,0.4980091187,0,4.2862967871,0,0.3189127548,0.8016459932,1.2584770248,6.6653325599
SD,Buffalo County,2032,2.2640675511,,0.0892718666,0,0.4008011839,0,1.0471448169,0,0,0,0.7268496837,1.7739945006
SD,Butte County,9094,2.4798053053,,0.1478622503,0.1710740438,0.4599751296,0,1.0042494741,0,0.059616759,0.1498578251,0.4871698233,1.7008938815
SD,Campbell County,1782,5.8091501355,,0.1119762237,0.2623429323,0.6701964979,0,1.897116156,0,0,0,2.8675183257,4.7646344817
SD,Charles Mix County,9350,4.7757488197,,0.2066977866,0.095955022,0.5132797246,0,1.9137327871,0,0.1521374741,0.3824255336,1.5115204916,3.9598162865
SD,Clark County,4143,9.1950125479,,0.0958177166,3.7452856235,0.5015954986,0,1.8779023572,0,0.2189959907,0.55048687,2.2049284912,4.8523137091
SD,Clay County,13537,2.8012113877,,0.1911463289,0.0712115456,0.4331031873,0,0.8031889873,0,0.1258845903,0.3164344044,0.860242344,2.105750326
SD,Codington County,25897,4.3218448114,,0.2699126145,1.4678083693,0.4272955078,0,1.4526614781,0,0.0728261941,0.1830620961,0.4482785516,2.1568283199
SD,Corson County,4181,3.6492374604,,0.054802938,0.0186356974,0.4549100051,0,2.0246605936,0,0.0320968032,0.0806808411,0.9834505819,3.1208888199
SD,Custer County,7275,2.8927206794,,0.0942582621,0.0327988395,0.4020197407,0,1.9948731831,0,0.0228733953,0.0574964118,0.288400847,2.3636438371
SD,Davison County,18741,3.9572044538,,0.3909514814,0.8841143243,0.4694857303,0,1.3186098172,0,0.1407806361,0.353878162,0.3993843025,2.2126529178
SD,Day County,6267,4.6146521105,,0.1573911369,0.3198240119,0.5031748403,0,1.88348029,0,0.047965643,0.1205708341,1.5822453543,3.6342621215
SD,Deuel County,4498,9.2319006703,,0.1232465121,3.4258647099,0.4738067946,0,3.9381362488,0,0,0,1.2708464049,5.2089826537
SD,Dewey County,5972,3.1839032264,,0.1728058647,0.0130468605,0.4617320189,0,1.965129641,0,0,0,0.5711888414,2.5363184824
SD,Douglas County,3458,3.6282956939,,0.151845621,0.2401296183,0.563436006,0,1.0954544057,0,0,0,1.5774300429,2.6728844486
SD,Edmunds County,4367,8.0880653753,,0.1353519339,3.2035347772,0.5339991217,0,1.8917487189,0,0,0,2.3234308236,4.2151795425
SD,Fall River County,7453,2.3151321399,,0.2718413752,0.0192093029,0.4998338074,0,0.9103063833,0,0.0864625327,0.2173397536,0.3101389847,1.5242476544
SD,Faulk County,2640,6.7966487622,,0.0937757395,0.0295135799,0.4940205053,0,1.8343385178,0,0.2358609269,0.5928795964,3.5162598963,6.1793389374
SD,Grant County,7847,119.8859384464,,0.2300100604,0.463417884,0.4361251478,115.7579589318,1.8353892455,0,0.0478846509,0.1203671041,0.9947854219,2.9984264224
SD,Gregory County,4792,4.7293324813,,0.1704531838,0.0458102322,0.5493545448,0,1.8205086589,0,0.1269892494,0.3192112969,1.6970053151,3.9637145204
SD,Haakon County,2196,8.6580365721,,0.1905803122,0.6209141122,0.5527090074,0,1.8154539446,0,1.046315584,2.6301063264,1.8019572853,7.2938331403
SD,Hamlin County,5540,4.6796349323,,0.0980220007,0.2567012423,0.4366709923,0,2.5393022535,0,0,0,1.3489384435,3.888240697
SD,Hand County,3741,6.7553091879,,0.1768321105,0.1249652781,0.4570143892,0,1.8401826945,0,0.319977244,0.8043221051,3.0320153666,5.9964974101
SD,Hanson County,3139,7.3061756131,,0.0440726835,0.0248218703,0.4884223041,0,4.6518118452,0,0,0,2.09704691,6.7488587552
SD,Harding County,1353,4.8147732392,,0.107510349,0,0.5698863072,0,1.8301273974,0,0.2856515851,0.718037188,1.3035604125,4.137376583
SD,Hughes County,16481,2.6593801015,,0.2965308602,0.0469086491,0.3976500377,0,0.8518628884,0,0.2175573054,0.5468707655,0.3019995951,1.9182905544
SD,Hutchinson County,8075,4.9297973722,,0.1821872942,0.560256982,0.5603453127,0,1.9128010804,0,0.0558391365,0.1403620946,1.5180054717,3.6270077832
SD,Hyde County,1671,6.4083215978,,0.2156359343,0.046628277,0.4819416611,0,1.8314005071,0,0.2891132516,0.726740702,2.8168612647,5.6641157253
SD,Jackson County,2930,13.7241268848,,0.0881411817,0.0265924406,0.4907107665,0,11.8593796379,0,0.0641213065,0.1611802458,1.0340013057,13.118682496
SD,Jerauld County,2295,3.9045128112,,0.1451503918,0.0339502618,0.5874721519,0,1.0849479509,0,0,0,2.0529920548,3.1379400057
SD,Jones County,1193,23.975345886,,0.172261583,0.0653108557,0.5147702021,0,19.1121619716,0,0.3959534825,0.9953022952,2.7195854959,23.2230032452
SD,Kingsbury County,5815,4.9317215261,,0.1436235693,0.4612199322,0.516827533,0,1.8921382163,0,0,0,1.9179122754,3.8100504916
SD,Lake County,11276,4.0325914166,,0.173730638,0.8852830112,0.4564164737,0,1.1346536306,0,0.1837760295,0.4619549262,0.7367767074,2.5171612938
SD,Lawrence County,21802,3.1904632824,,0.2605074502,0.2591652913,0.4089148713,0,1.6803990171,0,0.1232488819,0.3098086532,0.1484191173,2.2618756696
SD,Lincoln County,24131,4.2836391465,,0.1395951923,0.3397577023,0.462032129,0,2.2405263572,0,0.1804576843,0.4536139319,0.4676561495,3.3422541228
SD,Lyman County,3895,12.6841500356,,0.1321516308,0,0.5013506372,0,9.7560895685,0,0.0771760423,0.1939967696,2.0233853872,12.0506477676
SD,McCook County,5832,6.6922891421,,0.1290202393,0.2831261965,0.5051476582,0,4.3008521187,0,0,0,1.4741429294,5.7749950481
SD,McPherson County,2904,4.3222922218,,0.1165786793,0.1347530834,0.6663414064,0,1.0926192511,0,0.0665438352,0.1672707886,2.0781851778,3.4046190527
SD,Marshall County,4576,4.8995696308,,0.2000680648,0.7738189495,0.5609555192,0,1.0794648829,0,0.0938438701,0.2358942721,1.9555240721,3.3647270973
SD,Meade County,24253,3.1511962014,,0.1253569769,0.0897265247,0.3739537643,0,1.7780425671,0,0.1149502102,0.2889486839,0.3802174743,2.5621589355
SD,Mellette County,2083,3.3797579922,,0.054623788,0,0.4353658283,0,1.8085662795,0,0,0,1.0812020963,2.8897683758
SD,Miner County,2884,5.2871431822,,0.1223521299,0.4727903573,0.5488960271,0,1.8908020692,0,0.0781728549,0.1965012983,1.9776284453,4.1431046678
SD,Minnehaha County,148281,3.4997231773,,0.4429326638,0.8038534001,0.4531086391,0.0961911063,1.0818268989,0,0.1178728968,0.2962953184,0.207642254,1.703637368
SD,Moody County,6595,6.1954141626,,0.1281649726,0.325626083,0.5152163327,0,4.0445957958,0,0.0309293459,0.0777464776,1.0731351549,5.2264067742
SD,Pennington County,88565,4.9628296818,,0.3051143736,0.4973487666,0.4135754279,0.0935615801,1.5959804553,1.4588805497,0.1198132421,0.3011726468,0.1773826396,2.1943489838
SD,Perkins County,3363,7.9011782635,,0.1954390708,0.5165305199,0.5270188788,0,1.888443248,0,1.0215392201,2.5678276061,1.1843797198,6.6621897941
SD,Potter County,2693,6.0570102757,,0.2291364604,0.5063228334,0.6032068183,0,1.811368266,0,0.1993267497,0.5010453905,2.2066037573,4.7183441635
SD,Roberts County,10016,6.8591641347,,0.1496878363,0.0924333909,0.4707901508,0,4.6405454532,0,0.068311154,0.1717130599,1.2656830896,6.1462527567
SD,Sanborn County,2675,5.5792864402,,0.139832006,0.5097298656,0.5892991098,0,1.8807850031,0,0,0,2.4596404558,4.3404254588
SD,Shannon County,12466,2.1665929611,,0.1155621983,0.0062502688,0.3057468384,0,1.5785496307,0,0.0086120157,0.0216479261,0.1302240831,1.7390336556
SD,Spink County,7454,4.882457164,,0.1175135933,0.0422547969,0.4896116495,0,1.1432303301,0,0.1008185822,0.2534259332,2.7356022788,4.2330771244
SD,Stanley County,2772,2.6978566227,,0.1339966896,0.0281081713,0.4755584444,0,0.730398168,0,0,0,1.3297951495,2.0601933174
SD,Sully County,1556,8.5281015837,,0.1406239277,0.0500744543,0.5103193951,0,1.4524148549,0,0.2138868258,0.5376431823,5.6231389435,7.8270838066
SD,Todd County,9050,2.636860151,,0.1081847036,0,0.3518418862,0,1.5681304643,0,0.0296567369,0.0745478031,0.5044985569,2.1768335612
SD,Tripp County,6430,4.3816645851,,0.2109229365,0.0727053041,0.4583196512,0,0.9943951573,0,0.2454765983,0.6170507598,1.7827941779,3.6397166933
SD,Turner County,8849,2.9609201439,,0.1401684962,0.1089378113,0.5304947516,0,1.1001225663,0,0,0,1.0811965185,2.1813190848
SD,Union County,12584,10.3862108048,,0.2849485398,5.4108545805,0.4321531081,0,3.4925386148,0,0,0,0.7657159616,4.2582545764
SD,Walworth County,5974,3.83972365,,0.2451525159,0.0130424926,0.6288247761,0,0.7717570707,0,0.3532806517,0.8880361604,0.9396299825,2.9527038654
SD,Yankton County,21652,3.6834286833,,0.2751657773,1.1055565974,0.462651002,0,1.0275781441,0,0.0809023878,0.2033632046,0.5282115701,1.8400553067
SD,Ziebach County,2519,3.2654746086,,0.0598989366,0,0.4007491349,0,2.0096876869,0,0.0255714301,0.0642793166,0.7052881036,2.8048265371
TN,Anderson County,71330,25.4941909197,,0.1723780097,0.5357828671,0.2589415261,22.566788842,1.7990012773,0,0,0,0.1612983975,1.9602996748
TN,Bedford County,37586,2.5747617931,,0.0638371989,0.6295873294,0.2056560506,0,1.4270890136,0,0.0181577879,0.045642981,0.1847914317,1.6756812142
TN,Benton County,16537,4.1014974844,,0.0651124209,0.2008819076,0.2903763178,0,2.9305730498,0,0.0710174915,0.1785155815,0.3650207153,3.5451268381
TN,Bledsoe County,12367,1.7477974671,,0.03232146,0.1741812136,0.2368892299,0,1.1775364362,0,0,0,0.1268691274,1.3044055636
TN,Blount County,105823,3.4610610386,,0.1047425852,0.7769847106,0.238577858,0,1.3273043883,0,0.247782667,0.6228475022,0.1428213274,2.3407558848
TN,Bradley County,87965,2.859423148,,0.1317722377,0.5796906703,0.1412194794,0,1.8201376284,0,0.0163286549,0.0410451255,0.1292293519,2.0067407606
TN,Campbell County,39854,3.977023887,,0.0628654292,0.1907091301,0.2491505171,0,3.3152717496,0,0.0127868502,0.0321421498,0.114098061,3.4742988106
TN,Cannon County,12826,1.7318553496,,0.035712975,0.0855637906,0.2369613065,0,1.2417319888,0,0,0,0.1318852887,1.3736172775
TN,Carroll County,29475,2.4735443089,,0.065666999,0.3275493234,0.2970988889,0,1.525323006,0,0.0231178905,0.0581110961,0.1766771049,1.7832290975
TN,Carter County,56742,1.783851651,,0.0582174025,0.2056597186,0.1998666799,0,1.0172904464,0,0.0655411675,0.1647497935,0.0725264426,1.32010785
TN,Cheatham County,35912,2.6870808353,,0.0382401811,0.3391465907,0.1662319182,0,2.0209960997,0,0,0,0.1224660455,2.1434621452
TN,Chester County,15540,2.1937919147,,0.0735378436,0.1648604851,0.2919706151,0,1.5467374283,0,0,0,0.1166855426,1.6634229709
TN,Claiborne County,29862,2.2992921009,,0.0629186914,0.4090967868,0.1363738344,0,1.4523291042,0,0.0220287722,0.0553734021,0.1611715098,1.6909027883
TN,Clay County,7976,2.0386626179,,0.0560756794,0.2180104132,0.151426112,0,1.1707267169,0,0,0,0.4424236964,1.6131504133
TN,Cocke County,33565,3.6372325953,,0.0598740859,0.7785468869,0.1875472925,0,2.4716152069,0,0,0,0.1396491232,2.6112643301
TN,Coffee County,48014,4.7289575953,,0.1328270608,0.9799448806,0.2148462457,0,2.9638403694,0,0.0709725816,0.1784026829,0.1881237743,3.4013394082
TN,Crockett County,14532,2.7405260922,,0.0499500428,0.2742664061,0.2595962446,0,1.8459642983,0,0,0,0.3107491005,2.1567133988
TN,Cumberland County,46802,4.3425728443,,0.0920554441,0.2020906172,0.31442266,0,3.2385419829,0,0.1007417644,0.2532328711,0.1414875047,3.7340041231
TN,Davidson County,569891,3.639731892,,0.209904499,0.6962264596,0.2393348145,0.0228129022,1.9815632967,0,0.0948369681,0.2383902368,0.1566627152,2.4714532168
TN,Decatur County,11731,4.1515001448,,0.0873118768,0.3147848658,0.3720485942,0,2.8911115159,0,0.0744591747,0.1871668232,0.2246172942,3.3773548081
TN,DeKalb County,17423,2.8043946302,,0.064608696,0.6024229426,0.3008985348,0,1.3821511699,0,0.0426217501,0.1071376733,0.3045538635,1.8364644567
TN,Dickson County,43156,3.5262882977,,0.1061959766,0.4237408077,0.2936981566,0,2.4426408044,0,0.0344100054,0.0864958502,0.1391066967,2.7026533567
TN,Dyer County,37279,4.1130318005,,0.1001804995,1.2356537414,0.3120427424,0.0110635034,1.9571883654,0,0.0601182319,0.1511182769,0.2856664396,2.4540913138
TN,Fayette County,28806,4.3141439815,,0.0351142158,0.2204773332,0.3146969226,0,3.3286802459,0,0.0448123733,0.1126442527,0.257718638,3.7438555099
TN,Fentress County,16625,2.2319412061,,0.0655634424,0.109275793,0.2970613176,0,1.5020434459,0,0.0380121383,0.0955504547,0.1244346143,1.7600406532
TN,Franklin County,39270,2.0567518347,,0.0683808388,0.2188079506,0.2516237425,0,1.2384812227,0,0.0246110878,0.0618644742,0.1929825179,1.5179393027
TN,Gibson County,48152,2.8295180242,,0.0761923256,0.6027572415,0.3035982236,0,1.357428838,0,0.0692404848,0.1740487424,0.2462521684,1.8469702337
TN,Giles County,29447,3.723541278,,0.0722223551,0.4610332391,0.2466475868,0,2.695344584,0,0.0233009872,0.0585713293,0.1664211964,2.943638097
TN,Grainger County,20659,2.2663422488,,0.0258222556,0.253404861,0.1176140401,0,1.6603231458,0,0,0,0.2091779463,1.8695010921
TN,Greene County,62909,3.7274220354,,0.0867284024,0.4773322384,0.1150976312,0,2.5312239139,0,0.1051395072,0.264287552,0.1476127903,3.0482637634
TN,Grundy County,14332,2.7972071061,,0.0376143661,0.0615686595,0.278466439,0,2.3057866894,0,0,0,0.113770952,2.4195576414
TN,Hamblen County,58128,3.4311524344,,0.1205830953,0.9908080432,0.1376643471,0,1.6611313989,0,0.0906563037,0.2278813316,0.2024279147,2.1820969489
TN,Hamilton County,307896,4.648739314,,0.3956682608,1.5859464417,0.2084854849,0.0023854063,1.7299876048,0.351430955,0.0636202577,0.1599212742,0.1512936286,2.1048227653
TN,Hancock County,6786,1.6546413073,,0.0468870738,0.1114344289,0.2038003273,0.3274520509,0.8500122664,0,0,0,0.11505516,0.9650674265
